n_updates,fps,ep_reward_mean,total_timesteps,true_reward,policy_entropy,ep_len_mean,clipfrac,time_elapsed,approxkl,explained_variance,value_loss,serial_timesteps,policy_loss
1327,50792,9.417545896098126,33175000,0.042747132,-2.9791734,220.49,0.191032,1110.3255259990692,0.013512592,0.9917827444151044,0.0064005665,331750,0.0005946456
1328,50544,8.841565295745786,33200000,0.042475928,-2.9770727,205.72,0.342264,1111.1954843997955,0.032839924,0.9712909013032913,0.022695582,332000,0.008255017
1329,50579,8.219022487396723,33225000,0.043320693,-2.9738786,190.95,0.30672,1112.0670893192291,0.027638847,0.9855586523190141,0.012578368,332250,0.0064494982
1330,50360,8.0812674260317,33250000,0.04189983,-2.9722972,195.25,0.28345996,1112.945161819458,0.029272437,0.9807494338601828,0.016275683,332500,0.0075018667
1331,50791,9.63653012580784,33275000,0.043269526,-2.970404,219.27,0.11684801,1113.8254430294037,0.008926889,0.9818813484162092,0.014348656,332750,-0.0024581447
1332,50868,9.229414640363853,33300000,0.04287666,-2.970309,212.61,0.21579199,1114.7024614810944,0.016997237,0.9866459434852004,0.011142889,333000,0.0018670742
1333,54248,8.931489101348452,33325000,0.043068755,-2.9695225,207.85,0.167552,1115.5741112232208,0.012318647,0.989336185157299,0.008286739,333250,-0.00061863137
1334,55393,9.287905526267714,33350000,0.042865805,-2.9701161,215.47,0.12016,1116.3995141983032,0.009508469,0.9860600158572197,0.009721378,333500,-0.0026141056
1335,53715,9.171481500831288,33375000,0.042926647,-2.9739814,210.21,0.188856,1117.2333190441132,0.013720272,0.9811451844871044,0.016923256,333750,0.0007639597
1336,53061,8.499579737297026,33400000,0.04271788,-2.976129,197.72,0.28405198,1118.073602437973,0.026881408,0.992200727108866,0.007582138,334000,0.010376862
1337,54072,8.010247538973926,33425000,0.042220064,-2.9776874,194.2,0.358724,1118.91854929924,0.03883761,0.9842869378626347,0.014198551,334250,0.01266485
1338,52849,9.016872493153677,33450000,0.04286169,-2.977919,209.39,0.226952,1119.7518544197083,0.01797331,0.9833913985639811,0.013526132,334500,0.0028397057
1339,52443,9.131140089403736,33475000,0.043340456,-2.9769905,209.9,0.288188,1120.5901358127594,0.024343275,0.9891885183751583,0.009202395,334750,0.007612775
1340,53616,9.292579746892024,33500000,0.042583905,-2.9786026,219.77,0.196912,1121.4389662742615,0.016201826,0.9786632880568504,0.01344121,335000,0.0029391884
1341,53561,9.794079238576815,33525000,0.043191295,-2.9828706,224.73,0.182952,1122.2740795612335,0.013921572,0.98671018704772,0.009185711,335250,0.002115672
1342,54092,8.440326627290792,33550000,0.043684613,-2.9836774,196.98,0.218544,1123.1082689762115,0.01676758,0.9825794659554958,0.014366274,335500,0.0005155313
1343,54153,9.39884997725058,33575000,0.043416157,-2.9813046,214.03,0.1982,1123.947345495224,0.014956477,0.9878689805045724,0.00947517,335750,0.0013457735
1344,54037,9.081996392490545,33600000,0.042553775,-2.9825816,214.04,0.13795601,1124.7845478057861,0.010370985,0.973586943000555,0.020233776,336000,-0.0020779327
1345,53538,9.480962261250243,33625000,0.043529946,-2.9870543,215.28,0.12761602,1125.6154518127441,0.009528356,0.9755492322146893,0.017206226,336250,-0.0024246094
1346,50566,9.173218210092745,33650000,0.04243818,-2.9868474,214.09,0.13035999,1126.4624238014221,0.00994704,0.9841532930731773,0.01183095,336500,-0.0016309181
1347,50693,8.536857357337139,33675000,0.042222474,-2.9832416,203.22,0.20504001,1127.3449976444244,0.016990608,0.9750757142901421,0.020632956,336750,0.0008217486
1348,52827,8.535055600074775,33700000,0.042861436,-2.9796221,200.88,0.279132,1128.22833943367,0.03430015,0.9804276674985886,0.017179238,337000,0.010318613
1349,54724,9.104896233998844,33725000,0.04232979,-2.9778001,214.7,0.26922402,1129.0765058994293,0.027252585,0.9776229355484247,0.014045427,337250,0.005053518
1350,53589,8.548904281650902,33750000,0.04099058,-2.9754798,210.84,0.192076,1129.906466960907,0.015731782,0.9735792744904757,0.019250873,337500,0.001156435
1351,54145,9.064326580067863,33775000,0.04310355,-2.9744043,213.36,0.19070402,1130.7436027526855,0.015059757,0.9921042816713452,0.006363604,337750,0.0029313634
1352,54762,8.774463347213423,33800000,0.043018647,-2.9754813,204.41,0.204052,1131.5722064971924,0.015155229,0.9619933031499386,0.027594846,338000,-0.00015792888
1353,53156,9.815146506970196,33825000,0.043474227,-2.9745934,222.8,0.16027598,1132.4064433574677,0.011811237,0.9895106563344598,0.00905305,338250,-0.00032237882
1354,54562,9.531092656845903,33850000,0.04312981,-2.9736624,219.65,0.12777999,1133.2444036006927,0.009498324,0.9788702502846718,0.015133147,338500,-0.0026710932
1355,53262,8.802830076413484,33875000,0.04301032,-2.9712338,206.66,0.198804,1134.080147266388,0.014721276,0.9900631196796894,0.00783462,338750,0.0010848576
1356,53950,8.535814701785203,33900000,0.04128999,-2.9704607,206.27,0.14274,1134.919883966446,0.010383186,0.9778210651129484,0.017775465,339000,-0.0017081511
1357,54897,8.965765033770221,33925000,0.0430293,-2.9689956,209.66,0.24428399,1135.7532894611359,0.023422789,0.98762287478894,0.009477751,339250,0.0054721716
1358,54167,9.25121214744897,33950000,0.043191403,-2.9671922,213.62,0.189448,1136.5739147663116,0.01445666,0.9785898961126804,0.015766552,339500,0.0016033079
1359,54420,8.642543503327724,33975000,0.04301247,-2.9667563,204.09,0.20376799,1137.4085013866425,0.014850238,0.9852056270465255,0.012535058,339750,0.002632583
1360,54998,9.177212326608714,34000000,0.04276498,-2.9683619,212.95,0.135108,1138.2439081668854,0.01001278,0.9856610810384154,0.01099406,340000,-0.002336763
1361,54348,9.108163752689043,34025000,0.043425284,-2.9683506,211.31,0.32487997,1139.0706868171692,0.0303907,0.9860758641734719,0.010895667,340250,0.011507986
1362,53997,8.788776345434053,34050000,0.043550562,-2.9663882,203.07,0.18342,1139.9001021385193,0.014239958,0.98269147798419,0.014595473,340500,0.00066561566
1363,54331,9.760742885856143,34075000,0.044066906,-2.9667501,223.21,0.3046,1140.7380182743073,0.0288227,0.9906836859881878,0.006137653,340750,0.011377857
1364,54341,8.74554728279807,34100000,0.04192392,-2.9654994,209.31,0.21516399,1141.5721385478973,0.016003868,0.9915757169947028,0.0067829886,341000,0.0036668412
1365,54587,9.066365292963438,34125000,0.043044105,-2.962487,208.02,0.388752,1142.4055004119873,0.040331848,0.9803751017898321,0.016161265,341250,0.012457745
1366,54895,9.62083221036708,34150000,0.044010352,-2.9589317,215.04,0.14428398,1143.233051776886,0.010989303,0.9726928863674402,0.020266587,341500,-0.0018620917
1367,54876,8.848633121193961,34175000,0.041977074,-2.9585717,210.83,0.326492,1144.0566306114197,0.032317795,0.9870038721710443,0.010104585,341750,0.010242048
1368,53878,8.555961314689593,34200000,0.04190073,-2.960229,205.46,0.393488,1144.878984928131,0.04575606,0.9741176497191191,0.020223916,342000,0.012852341
1369,55007,9.538459770269073,34225000,0.044571333,-2.9617894,214.32,0.23057202,1145.7201294898987,0.02101139,0.9761345069855452,0.01578537,342250,0.003805127
1370,54315,9.086256358951722,34250000,0.042472687,-2.9629152,212.84,0.25263998,1146.5404968261719,0.026022276,0.9793235938996077,0.015649984,342500,0.0049667256
1371,54156,9.324428216491297,34275000,0.04229561,-2.9629788,218.61,0.21346799,1147.375548362732,0.017295824,0.9851690176874399,0.010635988,342750,0.002813184
1372,53627,9.231205108277754,34300000,0.043058544,-2.963066,212.85,0.21992001,1148.2167761325836,0.017448507,0.984325272962451,0.013225868,343000,0.0023839814
1373,53948,8.685404748723686,34325000,0.042058222,-2.9632792,211.31,0.214292,1149.0631835460663,0.01738995,0.9881580276414752,0.008503923,343250,0.0034007765
1374,53875,8.879634098668758,34350000,0.04207144,-2.9621563,209.62,0.16256401,1149.897189617157,0.011758009,0.9823001716285944,0.01479475,343500,0.00034934483
1375,53572,9.414307720310825,34375000,0.042716425,-2.958978,220.68,0.125424,1150.7432672977448,0.0096441535,0.9808265846222639,0.012088165,343750,-0.0020206533
1376,54441,8.457300265128724,34400000,0.042423427,-2.957053,201.34,0.133688,1151.5875663757324,0.009975396,0.9844395685940981,0.012393868,344000,-0.001953368
1377,54061,8.680053501266503,34425000,0.04112696,-2.9580193,210.46,0.22187202,1152.4188845157623,0.017655663,0.9850512063130736,0.012949711,344250,0.0022235939
1378,53570,9.358509418427056,34450000,0.043629862,-2.9632106,215.42,0.224232,1153.2609734535217,0.01723517,0.9769836477935314,0.017576607,344500,0.001903551
1379,54158,9.615766225851358,34475000,0.042343464,-2.9666533,223.17,0.14054401,1154.1037130355835,0.010365184,0.9656309001147747,0.026071128,344750,-0.0018003543
1380,53630,9.429644891409916,34500000,0.041227706,-2.965688,225.23,0.19456401,1154.9354264736176,0.015249817,0.9783342238515615,0.01582898,345000,0.001856988
1381,53563,9.871790278447733,34525000,0.043152105,-2.967211,224.32,0.15544401,1155.779508113861,0.010907502,0.987979550845921,0.0098094,345250,0.00061172515
1382,54898,8.965447840096894,34550000,0.0417866,-2.967424,214.92,0.15146402,1156.6361157894135,0.011327736,0.9669105187058449,0.02313233,345500,-0.0016782309
1383,51939,9.313452626671642,34575000,0.042615943,-2.96352,214.03,0.183988,1157.4793412685394,0.014568597,0.9790048785507679,0.017026324,345750,-0.0003667805
1384,48886,9.245311196793336,34600000,0.042978,-2.9614806,214.18,0.11012401,1158.3369326591492,0.008422598,0.9897723887115717,0.008080785,346000,-0.0021377704
1385,48337,9.616928770947597,34625000,0.04255279,-2.961953,223.79,0.1781,1159.2504343986511,0.014101259,0.9777633473277092,0.017466573,346250,0.001390199
1386,49361,9.370510652446677,34650000,0.044109594,-2.962979,214.93,0.145208,1160.1653468608856,0.011414725,0.9873760854825377,0.009833237,346500,-0.00042434796
1387,52279,9.191927559849283,34675000,0.04207119,-2.965355,219.22,0.19875601,1161.0511922836304,0.01659202,0.9769170694053173,0.019872073,346750,0.0013490829
1388,52179,8.624753290693043,34700000,0.041068695,-2.9652991,210.37,0.203248,1161.9076919555664,0.015346581,0.9798885267227888,0.01662773,347000,0.0011548465
1389,54117,9.039811590760833,34725000,0.042514164,-2.9634075,211.84,0.12953201,1162.7625868320465,0.009485538,0.9724250249564648,0.02373935,347250,-0.0020123082
1390,54172,9.225930783115782,34750000,0.043211587,-2.9634535,213.09,0.145064,1163.5958063602448,0.010939988,0.9847892941907048,0.012093363,347500,-0.001755793
1391,53580,9.910549287441608,34775000,0.044673536,-2.964972,222.08,0.207184,1164.4315948486328,0.01781391,0.9828373696655035,0.011539991,347750,0.002881234
1392,53661,9.076600988308591,34800000,0.043463785,-2.9628253,208.0,0.21177602,1165.2716727256775,0.017263675,0.9751117993146181,0.019884499,348000,0.0017659599
1393,53670,9.295483558234336,34825000,0.042963438,-2.9608254,214.27,0.12859601,1166.1077146530151,0.00959562,0.9866658113896847,0.010862904,348250,-0.0025126575
1394,53667,9.397070817364147,34850000,0.042693034,-2.9601066,219.88,0.207412,1166.9536423683167,0.017094966,0.9815261941403151,0.013755759,348500,0.0037478176
1395,53585,8.694621674425221,34875000,0.0420968,-2.9599829,209.39,0.178808,1167.788106918335,0.013111176,0.9864555709064007,0.009965452,348750,0.000410842
1396,53834,8.944013895614335,34900000,0.042986073,-2.9586196,207.87,0.122732,1168.6313331127167,0.009516304,0.9784798063337803,0.017818555,349000,-0.0021250597
1397,53130,10.032903779456028,34925000,0.042770557,-2.9564862,233.1,0.19029601,1169.4753506183624,0.013852084,0.9888515584170818,0.0075025917,349250,0.001803912
1398,54434,9.448213238827302,34950000,0.042936902,-2.9572315,219.48,0.17406,1170.3216495513916,0.01318606,0.9878324223682284,0.008134405,349500,0.0017622657
1399,53275,8.540404018016998,34975000,0.042783346,-2.9585197,200.62,0.20066802,1171.1514086723328,0.015775057,0.9804730378091335,0.01560387,349750,0.0017774738
1400,47237,8.923676446339233,35000000,0.042630777,-2.9566922,210.12,0.30858,1172.0040068626404,0.030405259,0.9882756546139717,0.009226057,350000,0.012390592
1401,39675,9.201819486117747,35025000,0.044268508,-2.9543464,210.72,0.304572,1172.9407634735107,0.026119102,0.9850842785090208,0.010589162,350250,0.007521149
1402,51970,8.630802119549735,35050000,0.041107487,-2.952522,209.81,0.31338,1173.989676952362,0.03297896,0.9732694383710623,0.023518683,350500,0.0059150145
1403,52474,8.760101995337573,35075000,0.042595748,-2.9499705,201.68,0.369096,1174.838692188263,0.039893925,0.9713085424154997,0.026533628,350750,0.010937817
1404,52588,9.155133891690207,35100000,0.042248573,-2.9490128,213.81,0.21438798,1175.697508573532,0.017365027,0.9786543175578117,0.016992887,351000,0.0027296678
1405,52719,9.510300566041042,35125000,0.042090077,-2.948809,225.48,0.192816,1176.5444645881653,0.014112418,0.9852835051715374,0.010445051,351250,0.0011325609
1406,52237,9.862939700379503,35150000,0.04402429,-2.9455044,223.54,0.3151,1177.387217283249,0.031191329,0.9853038331493735,0.010169269,351500,0.01003745
1407,53632,9.454248313094922,35175000,0.043761514,-2.9450028,215.36,0.13095202,1178.2387518882751,0.009651402,0.9851494142785668,0.00992293,351750,-0.00047606564
1408,50251,9.280032245533075,35200000,0.043540236,-2.9473784,212.84,0.18952398,1179.06689786911,0.015117304,0.9917155727744102,0.006582927,352000,0.0026053642
1409,52248,9.804485329183862,35225000,0.043432113,-2.9499612,222.94,0.175044,1179.945998430252,0.0128445,0.9841889329254627,0.011650941,352250,0.00025068424
1410,53779,9.28164996038191,35250000,0.04310475,-2.9533625,217.37,0.15018,1180.794209241867,0.011356682,0.9874097229912877,0.008309557,352500,-0.00069099467
1411,53678,8.694108818792701,35275000,0.042752538,-2.9551103,205.26,0.170512,1181.616858959198,0.012833026,0.9773587435483932,0.01714701,352750,0.00059577916
1412,53636,9.093033623291848,35300000,0.04261916,-2.954118,214.61,0.154292,1182.439389705658,0.011734157,0.985215250402689,0.0112392325,353000,-0.00023515864
1413,52697,9.641796756586665,35325000,0.04355379,-2.9507089,221.79,0.1333,1183.2650966644287,0.009529335,0.9805739857256413,0.013558751,353250,-0.0010416276
1414,52343,8.851555446391677,35350000,0.04189144,-2.9482837,209.52,0.18420002,1184.1059122085571,0.013441491,0.9851606711745262,0.01276657,353500,0.0013882231
1415,50669,9.463186082414614,35375000,0.04302197,-2.9498544,220.65,0.18649201,1184.9723043441772,0.0140914675,0.9865377750247717,0.009704361,353750,0.001869148
1416,53059,8.87007464850596,35400000,0.04233066,-2.9524674,211.26,0.134764,1185.8424034118652,0.010034023,0.9834785275161266,0.011472666,354000,-0.0015878262
1417,49670,8.972352044347245,35425000,0.0421403,-2.953979,213.7,0.140096,1186.6842448711395,0.0104124565,0.9887843718752265,0.0077454643,354250,-0.001287992
1418,52113,9.751902155352473,35450000,0.043308422,-2.955586,222.07,0.19237599,1187.5678799152374,0.0151546225,0.9894970310851932,0.007311154,354500,0.0023745394
1419,50698,9.148005643349315,35475000,0.041859243,-2.9572139,217.02,0.235648,1188.4229583740234,0.018914383,0.9854643205180764,0.011631109,354750,0.0021907212
1420,50581,9.181798580844188,35500000,0.041969232,-2.959475,218.11,0.34811202,1189.32630443573,0.035133816,0.9900705823674798,0.0071434947,355000,0.015492852
1421,52029,9.198324109277529,35525000,0.042226568,-2.960467,216.91,0.4042,1190.1905925273895,0.044720612,0.9902968108654022,0.007852711,355250,0.016093884
1422,48618,9.253839124263031,35550000,0.043068416,-2.9605298,214.02,0.21728802,1191.0798420906067,0.016210388,0.987522492185235,0.009225229,355500,0.0026805892
1423,48842,8.8219508054174,35575000,0.043104492,-2.9605303,206.75,0.158684,1191.995200395584,0.011562007,0.9892363920807838,0.0083242245,355750,-0.0014691469
1424,51245,9.398042212824926,35600000,0.042631608,-2.961156,219.34,0.18386,1192.8890438079834,0.014576999,0.9874630253762007,0.009495622,356000,0.00049385324
1425,49863,8.776043899559118,35625000,0.042417362,-2.9617276,207.14,0.2921,1193.7445816993713,0.027536344,0.9876874359324574,0.0093686795,356250,0.008146664
1426,53576,8.838339950205992,35650000,0.04247161,-2.9631817,209.22,0.222664,1194.6067912578583,0.016344393,0.9828965980559587,0.012432089,356500,0.0028803542
1427,54739,9.129004719161676,35675000,0.041595887,-2.9651015,220.53,0.125052,1195.4294438362122,0.010202123,0.9873310495167971,0.009330713,356750,-0.0017185487
1428,54226,10.119503595228888,35700000,0.043829884,-2.965121,230.03,0.16124801,1196.2423009872437,0.011726649,0.9902707133442163,0.006405957,357000,0.0010699934
1429,54523,9.181874330179781,35725000,0.04409856,-2.9655688,207.64,0.124264,1197.0573408603668,0.009424656,0.9869906818494201,0.010863301,357250,-0.0024491062
1430,53668,9.074157031392387,35750000,0.043329027,-2.964166,208.62,0.20920801,1197.8801600933075,0.015331754,0.9877122966572642,0.009588717,357500,0.0030462188
1431,54564,8.87452055344067,35775000,0.041608594,-2.9629416,214.01,0.307044,1198.6995334625244,0.032399517,0.9881934337317944,0.009549554,357750,0.008328148
1432,53697,9.14360248625715,35800000,0.041976787,-2.96155,219.34,0.37220803,1199.5151920318604,0.053939544,0.9813812673091888,0.012251036,358000,0.0152966855
1433,54165,9.499123585598282,35825000,0.042432074,-2.9606857,223.61,0.19007999,1200.341079711914,0.0153738875,0.9885295834392309,0.008328306,358250,0.001999591
1434,53368,9.534121934396936,35850000,0.04303967,-2.9597697,217.96,0.289316,1201.1552941799164,0.025008347,0.9816531874239445,0.014472263,358500,0.0053112325
1435,53629,9.099912660928531,35875000,0.043187477,-2.9586942,212.04,0.169504,1201.972811460495,0.012582099,0.9786026738584042,0.015266804,358750,0.001088443
1436,54957,10.044871543424378,35900000,0.043265287,-2.9592001,231.53,0.15260799,1202.7955651283264,0.011116912,0.9800426680594683,0.013396953,359000,-0.0011847303
1437,52894,8.991042791494356,35925000,0.041196264,-2.9598918,216.37,0.172504,1203.6091079711914,0.012618867,0.9874541871249676,0.012170636,359250,0.00034637743
